fit,user_id,bust_size,item_id,weight,rating,rented_for,review_text,body_type,review_summary,category,height,size,age,review_date,sent_score,cluster,fit_type,body_type_encoded,fit_type_encoded
large,602505,34b,193179,130.0,10.0,wedding,"I wore this dress for a sorority sister's wedding and I couldn't have felt better! It runs a little big in the chest, but fit the rest of me like a glove. I danced the night away feeling perfectly divine!",hourglass,"Fun, Flirty and Totally Fantastic",dress,66.0,20,27.0,2014-03-03,8.0,2,large,3,1
large,877347,36d,1731468,175.0,8.0,wedding,"The top was a bit roomy for me as a 36 D with a shorter torso. A friend help me tie the straps together in the back to form a racer back. It looked just as good and kept the ladies in the dress. I had to size up for my chest so the skirt was voluminous and the waist very roomy on me, but my chest just wouldn't fit in the 10L.",hourglass,"The dress is definitely eye catching with your décolletage on display, but still cool/comfortable.",gown,69.0,24,39.0,2017-05-01,3.0,2,large,3,1
small,821863,38c,168610,130.0,8.0,party,"Probably could have gone a size up. The dress is really tight in the bust area, took 3 people to zip it. ",pear,"Beautiful dress, loved the color.",gown,65.0,24,24.0,2015-05-03,6.0,1,small,4,2
fit,169669,34b,877767,110.0,10.0,wedding,"You’ll need double sided fashion tape to keep the girls in. The 2 fit okay, but I should have went a size smaller. The dress is pretty thick and kept me warm throughout the night.",hourglass,I would live in this dress if I could. I felt so beautiful and it was a big hit!,gown,64.0,8,30.0,2017-06-29,4.0,1,small,3,2
small,367158,34b,1379493,130.0,10.0,wedding,"Very comfortable fit, but the fabric was a tad itchy. ",straight & narrow,Perfect for an evening wedding.,dress,66.0,12,32.0,2016-10-17,3.0,2,large,6,1
large,767667,34b,806803,130.0,10.0,wedding,"This was a nice dress, elegant yet sexy.  I ordered the small and medium, but the small fit me perfectly (I usually buy a size medium, 6 or 8).  I wore a NuBra sticky bra and it worked fine.  The front did expose more than I like, but it wasn't that bad since i'm only a 34B, any bigger and it would have been cleavage central.  The length was perfect for a wedding, i'm 5'3"" so it covered my knees.  The open back was nice, and no one at the wedding had a dress like mine.  Very happy with this rental, I was iffy at first, but i'm glad I did it.
",pear,"Perfect fit, classy and sexy",dress,63.0,8,36.0,2014-10-08,10.0,0,fit,4,0
small,671344,34c,1764436,140.0,10.0,everyday,This dress is definitely on the smaller size so wild recommend sizing up. I needed help with the zipper and realized I would never be able to go to the restroom on my own! It's a beautiful dress and will be ordering again when the size up becomes available.        ,pear,Great material and form fitting!,sheath,63.0,12,30.0,2017-05-05,3.0,2,large,4,1
fit,297874,34b,734229,128.0,8.0,wedding,"I loved the pattern and soft blush color, but was a little nervous that the blush would appear white under certain lighting, as I was a guest at a wedding.   I think the color is fine in person, but the dress does look white in some of the photos from the event.  I loved how light and airy the dress was, but the arm holes made me have a bit of an underarm roll depending on my arm position/posture-- which I was fairly self-conscious about.  The lining wrinkled quickly (it was a very hot day), but you couldn't tell because of the flare of the skirt.  The dress was perfect for dancing, and the rental process was SO smooth.  I would definitely use Rent the Runway again.",apple,"Pretty dress, easy rental process!",dress,64.0,12,29.0,2016-07-25,2.0,2,large,0,1
small,53744,34c,714374,128.0,10.0,formal affair,"I usually wear a size 4 but I felt this dress ran a little tight...so the size 6 was perfect and comfortable. This was my first RTR experience and I will definitely do it again.  The cut out on the sides make the dress super sexy, without being too revealing.  ",athletic,I got so many compliments all night long! It is a great combo of classy & sexy!,dress,64.0,12,33.0,2016-07-17,11.0,0,fit,1,0
fit,203660,34c,1126889,160.0,6.0,party,"The dress is absolutely gorgeous, unfortunately the dress proportions were off for my height. I would have loved to wear this out, but I couldn't because the lengths were awkward on my body. ",athletic,Too Long,dress,64.0,12,28.0,2017-01-03,0.0,2,large,1,1
fit,704778,32b,1415952,140.0,10.0,party,"Hey you! Stop looking. You've found the dress you're looking for. This is tops! Quality matches price! 

About me: I am 5'8' and 141 lbs. I have an athletic body, longer torso, shorter legs. 

RE: FIT/STRETCH. Because there is no stretch it this at all, this fits true to size. So, if you are a 4/6 girl (like me), order the 6. Whereas, if you're a 4/6 girl and you've been watching those sweets for a couple weeks, then you'll be able to wear the 4.  I ordered both!  I was worried I wouldn't be able to sit in this, but I was able to sit just fine, in both the 4 and 6.  I was ""worried"" that the sleeves wouldn't fit my arms (I do back/bi and chest/tri every week), yet the sleeves were fit perfectly!

RE: LENGTH/SEXINESS. I felt that the dress was appropriately long. By today's trends, most gals would say it's way too long. And in fact, it would probably be too long for a petite woman. However, for my Bridal Shower, it really made a lovely statement, by being sexy (with it's illusion top and glittery ""burnt"" rose gold) without being too sexy (appropriate length, covered chest).  From the pictures, you can tell that I am very, very, very pale. The illusion netting was a different color from my skin, but I didn't mind one bit. If that's a concern of yours, you can always wear panty hose to match. 

RE: ACCESSORIES: I wore dainty drop pink pearl earrings and matching bracelet and my engagement ring. My shoes were plain nude peep-toe pumps.
",athletic,Bridal Party Show Stopper! <3 ,sheath,68.0,8,28.0,2016-12-04,0.0,2,large,1,1
fit,650436,34ddd/e,1009845,130.0,8.0,party,"The dress was classy, I wore it to a formal lunch event, and it fit great. However, the shoulders/sleeves (whatever you want to call it) were awkward to me at first. It's kind of off-the-shoulder, but not completely... anyway, it was fine but I was self-conscious about keeping the straps at exactly the right level (otherwise the material stretches in an unflattering way) so I wouldn't rent it again if you plan on dancing or moving around a lot. If you just need to sit and look pretty then it'll probably be fine. Other wise the dress was really pretty and I received a lot of compliments. One last thing; I am busty, and I was able to wear a strapless bra, but I had to be aware of the dress slipping down at times and exposing the bra on the side. Not a deal-breaker, but it wasn't a worry-free style for me. ",hourglass,"A classy dress, beautiful red",dress,62.0,16,33.0,2017-06-13,6.0,0,fit,3,0
fit,545501,34d,1987884,145.0,10.0,party,"This dress was perfect and true to size. Usually I'm between an 8 and a 10 depending on the cut of the dress, but since this one flared out at the hips the 8 was perfect. The material was gorgeous and comfortable and I could wear a normal bra so I consider this really easy to wear.  ",pear,Great Work Holiday Party Dress!,dress,65.0,16,29.0,2017-12-11,3.0,2,large,4,1
fit,669880,34c,1896920,134.0,10.0,formal affair,"I go so many complements on this dress the whole night. It was a formal event but there was a lot of dancing involved. The fact that the dress is actually so short kept me from becoming a hot mess while still looking elegant. It's slim fitting, so be ready to ""suck it in"" with any size you get. It's a long dress and it would have been dragging if I didn't have heels on. ",hourglass,"I wore this to a masquerade ball, the perfect occasion for this dress. ",gown,66.0,16,27.0,2015-03-07,3.0,1,small,3,2
fit,968848,36c,714374,150.0,10.0,work,Very comfortable. Stretchy in the bottom and fit well in the top.,hourglass,Got the dress ahead of schedule which was great. It fit well and got lots of compliments.,dress,66.0,12,28.0,2016-05-02,6.0,1,small,3,2
fit,486976,36c,1414750,155.0,8.0,party,Sweater material will stretch out especially if you're seated for a while.  By the end of the night it lost most of its shape and hung like a loose bag.   If you're planning to spend most of the event standing it will fit like a glove and be super comfortable.,athletic,"Great dress, comfortable but as with all sweater material it stretched out as the evening went on. ",sheath,69.0,14,32.0,2017-11-20,5.0,2,large,1,1
fit,538528,36c,672419,140.0,10.0,wedding,"I ended up wearing a different option from Rent the Runway since this dress was a little too formal for the wedding I was attending.  However, I absolutely loved this dress.  It is elegant and unique.  It is form fitting but the best part is that the material has a little stretch so it conforms to your body for an exact fit.  The material is high quality and the beading detail is intricate.  I highly recommend this dress for a black tie event.",pear,This dress is high quality and a beautiful vibrant color.,gown,62.0,15,36.0,2017-11-07,8.0,1,small,4,2
fit,428934,32c,174086,130.0,10.0,wedding,The dress fit perfectly and looked absoultely great!! I got so many compliments on the dress. I hope it comes in other colors!! I went with the 2 and it was a perfect fit and very flattering on! Highly recomend this dress. ,pear,PERFECT!!,dress,65.0,4,36.0,2013-05-28,3.0,2,large,4,1
fit,713380,36c,838983,175.0,10.0,party,"The lace cut-out details were really cool and the fabric gives this dress a sophisticated, edgy feel!  Lots of compliments all night and no extra jewelry required! The dress speaks for itself!",apple,"i was looking for an updated look to the 1946 movie ""It's a Wonderful Life"" - this dress was perfect",sheath,66.0,20,49.0,2014-12-15,7.0,1,small,0,2
large,333312,36c,224876,145.0,10.0,wedding,I would recommend ordering your normal size then one size down as a backup.,hourglass,"Great fit, really comfortable! ",gown,64.0,16,38.0,2017-08-01,6.0,2,large,3,1
fit,350548,32d,144931,109.0,10.0,party,"Great dress. I'm 5'2"" 109lbs but i'm very athletic which made the xs, which is the size i would normally wear, too tight in the arms. Also as a mom i thought the Small provided a little more length. Runs really short i think. Dress is comfortable and easy to move in. Also pretty warm.  overall, i got tons of compliments and had lots of fun in it.",athletic,"Tons of compliments, very unique",sheath,62.0,8,40.0,2016-02-26,2.0,1,small,1,2
fit,172378,34a,146684,124.0,10.0,other,"I wore this to my senior prom and honestly, I never felt more beautiful! The dress was pretty true to size and there were no problems with the way it fit. It was a bit long on me and I wish that I had gotten the petite, but it was my bad because I miscalculated how high my heels were going to be. I received A LOT of complements and I couldn't have been ANY happier!!!!!!!!!!",pear,The ease of the transaction and the satisfaction of the dress! ,gown,62.0,4,22.0,2013-04-21,2.0,1,small,4,2
